Please enter proper Email.,Εισαγάγετε το κατάλληλο email.,
Please enter proper Username.,Εισαγάγετε το κατάλληλο όνομα χρήστη.,
This Username or Email is not valid.,Αυτό το όνομα χρήστη ή email δεν είναι έγκυρο.,
ASTPP - A Smart TelePhony Platform,ASTPP - Μια πλατφόρμα Smart TelePhony,
Forgot Password,Ξεχάσατε τον κωδικό,
ASTPP work best with JavaScript enabled,Το ASTPP λειτουργεί καλύτερα με ενεργοποιημένη τη JavaScript,
Enter Your Password,Εισάγετε τον κωδικό σας,
Confirm Password,Επιβεβαίωση Κωδικού,
The Email field is Required,Το πεδίο Email είναι υποχρεωτικό,
The Account Number field is Required,Το πεδίο Αριθμός λογαριασμού είναι υποχρεωτικό,
Set Default Language,Ορισμός προεπιλεγμένης γλώσσας,
Please Re-login to get Impact of selected language.,Παρακαλούμε συνδεθείτε ξανά για να λάβετε τον αντίκτυπο της επιλεγμένης γλώσσας.,
Default Language,Προεπιλεγμένη γλώσσα,
Signup now!,Εγγραφείτε τώρα!,
Forgot Password?,Ξεχάσατε τον κωδικό,
Sign in,Συνδεθείτε,
Username OR Email,Ονομα χρήστη ή διεύθυνση ηλεκτρονικού ταχυδρομίου,
Username is Required,Απαιτείται όνομα χρήστη,
Password is Required,Απαιτείται κωδικός,
Please Check Your account is deleted or inactive from admin side,Ελέγξτε ότι ο λογαριασμός σας έχει διαγραφεί ή ανενεργός από την πλευρά του διαχειριστή,
Please do not use default or less secure password for your account!! You must change password from,Μην χρησιμοποιείτε τον προεπιλεγμένο ή λιγότερο ασφαλή κωδικό πρόσβασης για τον λογαριασμό σας !! Πρέπει να αλλάξετε τον κωδικό πρόσβασης από,
HERE,ΕΔΩ,
Login unsuccessful. Please make sure you entered the correct username and password,Η σύνδεση δεν ήταν επιτυχής. Βεβαιωθείτε ότι έχετε εισαγάγει το σωστό όνομα χρήστη και κωδικό πρόσβασης,
Please enter Username/email and Password.,Εισαγάγετε το Όνομα χρήστη / email και τον κωδικό πρόσβασης.,
Payment transaction invalid. Please contact Administrator.,Η συναλλαγή πληρωμής δεν είναι έγκυρη. Επικοινωνήστε με τον Διαχειριστή.,
Log In,Σύνδεση,
Please Enter Password,Παρακαλούμε εισάγετε τον κωδικό πρόσβασης,
Password must be at least 8 characters and must contain at least one lower case letter,Ο κωδικός πρόσβασης πρέπει να αποτελείται από τουλάχιστον 8 χαρακτήρες και πρέπει να περιέχει τουλάχιστον ένα πεζό γράμμα,
Please Enter Confirm Password,Εισαγάγετε Επιβεβαίωση κωδικού πρόσβασης,
Confirm Password is not match,Επιβεβαιώστε ότι ο κωδικός πρόσβασης δεν ταιριάζει,
We sent update password link.,Στείλαμε τον σύνδεσμο ενημέρωσης κωδικού πρόσβασης.,
Please check your Email!,Παρακαλούμε ελέγξτε το email σας!,
Login,Σύνδεση,
OTP Verification,Επαλήθευση OTP,
OTP Number is Required,Απαιτείται αριθμός OTP,
Your account created successfully and account details sent to your registered email address,Ο λογαριασμός σας δημιουργήθηκε με επιτυχία και τα στοιχεία του λογαριασμού αποστέλλονται στην καταχωρισμένη διεύθυνση email σας,
Your password change successfully and new password sent to your registered email address,Ο κωδικός πρόσβασής σας άλλαξε με επιτυχία και ο νέος κωδικός πρόσβασης στάλθηκε στην καταχωρισμένη διεύθυνση email σας,
OTP Number is Wrong Please try again Or OTP expire Please Resend,Ο αριθμός OTP είναι λανθασμένος Δοκιμάστε ξανά ή Λήξη OTP Παρακαλώ στείλτε ξανά,
OTP has been sent on your email or Telephone number,Το OTP έχει σταλεί στο email ή στον αριθμό τηλεφώνου σας,
OTP,ΟΤΡ,
Resend OTP,Επανάληψη αποστολής OTP,
OTP Sent time Out,Ο χρόνος αποστολής OTP έληξε,
Not Get OTP ?,Δεν λαμβάνετε OTP,
Note:,Σημείωση:,
Please make sure do not refresh the page or don't go back,Βεβαιωθείτε ότι δεν ανανεώνετε τη σελίδα ή μην επιστρέφετε,
Login unsuccessful. Please make sure you entered the correct username and password,Η σύνδεση δεν ήταν επιτυχής. Βεβαιωθείτε ότι έχετε εισαγάγει το σωστό όνομα χρήστη και κωδικό πρόσβασης,
Your account has been created successfully!,Ο λογαριασμός σας δημιουργήθηκε με επιτυχία!,
Here is your login information,Εδώ είναι τα στοιχεία σύνδεσής σας,
Link is Expire Please Try Again,Ο σύνδεσμος έχει λήξει. Δοκιμάστε ξανά,
Sorry,Συγνώμη,
Please contact administrator for more information,Επικοινωνήστε με τον διαχειριστή για περισσότερες πληροφορίες,
Successful!,Επιτυχής!,
Captcha is required,Απαιτείται Captcha,
First Name is Required,Απαιτείται το Όνομα,
Telephone is Required,Απαιτείται τηλέφωνο,
Email is Required,Απαιτείται email,
Please enter a valid email address,Παρακαλώ εισάγετε μια έγκυρη διεύθυνση ηλεκτρονικού ταχυδρομείου,
Please make sure you entered the correct username and password,Βεβαιωθείτε ότι έχετε εισαγάγει το σωστό όνομα χρήστη και κωδικό πρόσβασης,
Company Name,Όνομα εταιρείας,
Enter above Captcha,Εισαγάγετε πάνω από το Captcha,
Sign up,Εγγραφείτε,
Already Registered !,Εχουν ήδη καταχωρηθεί !,
January,Ιανουάριος,
February,Φεβρουάριος,
March,Μάρτιος,
April,Απρίλιος,
May,Ενδέχεται,
June,Ιούνιος,
July,Ιούλιος,
August,Αύγουστος,
September,Σεπτέμβριος,
October,Οκτώβριος,
November,Νοέμβριος,
December,Δεκέμβριος,
Doesn't Contain,Δεν περιέχει,
Greater Than,Μεγαλύτερος από,
Less Than,Λιγότερο από,
Greater Or Equal Than,Μεγαλύτερο ή ίσο από,
Less Or Equal Than,Λιγότερο ή ίσο από,
Set To,Οριστεί σε,
Increase By,Αύξηση κατά,
Decrease By,Μείωση κατά,
Community,Κοινότητα,
You must either select a field from your file OR provide a default value for the following fields:,Πρέπει είτε να επιλέξετε ένα πεδίο από το αρχείο σας Ή να δώσετε μια προεπιλεγμένη τιμή για τα ακόλουθα πεδία:,
Note : Records with duplicate account number and email will be ignored.,Σημείωση: Οι εγγραφές με διπλό αριθμό λογαριασμού και email θα αγνοηθούν.,
Map CSV to Customers,Χάρτης CSV σε πελάτες,
Account Information,Πληροφορίες λογαριασμού,
Select Account,Επιλέξτε λογαριασμό,
DEFAULT VALUE,ΠΡΟΕΠΙΛΕΓΜΕΝΗ ΤΙΜΗ,
SIP Username,Όνομα χρήστη SIP,
sip_username,sip_username,
SIP Password,Κωδικός πρόσβασης SIP,
Same as Password,Ίδιο με τον κωδικό πρόσβασης,
Same as Account Number,Ίδιο με τον αριθμό λογαριασμού,
Random,Τυχαίος,
Import File Data.,Εισαγωγή δεδομένων αρχείου.,
Process Records,Εγγραφές διεργασίας,
Note : Duplicate accounts with account number / email are ignored.,Σημείωση: Οι διπλότυποι λογαριασμοί με αριθμό λογαριασμού / email αγνοούνται.,
Remove,Αφαιρώ,
Number of Account,Αριθμός λογαριασμού,
Account Number Length,Μήκος αριθμού λογαριασμού,
DID (CLI Match,Μήπως (CLI Match,
Caller Id (CLI Match,Αναγνώριση καλούντος (CLI Match,
Use NON-CLI Rate Group (If CLI not match with DID),Χρήση ομάδας τιμών NON-CLI (Εάν το CLI δεν ταιριάζει με το DID),
Use NON-CLI Rate Group (If CLI not match with Caller ID),Χρήση ομάδας τιμών NON-CLI (Εάν το CLI δεν ταιριάζει με το Caller ID),
Use NON-CLI Rate Group (If CLI not match with DID & Caller id),Χρήση ομάδας τιμών NON-CLI (Εάν το CLI δεν ταιριάζει με το αναγνωριστικό DID & Caller),
Reject Call (If CLI not match with DID),Απόρριψη κλήσης (εάν το CLI δεν ταιριάζει με το DID),
Reject Call (If CLI not match with Caller ID),Απόρριψη κλήσης (εάν το CLI δεν ταιριάζει με το Caller ID),
Reject Call (If CLI not match with DID & Caller id),Απόρριψη κλήσης (Εάν το CLI δεν ταιριάζει με το αναγνωριστικό DID & Caller),
--Select--,--Επιλέγω--,
Test Mail,Δοκιμή αλληλογραφίας,
Reset Password,Επαναφέρετε τον κωδικό πρόσβασης,
AFGHANISTAN,ΑΦΓΑΝΙΣΤΑΝ,
ALBANIA,ΑΛΒΑΝΙΑ,
ALGERIA,ΑΛΓΕΡΙΑ,
AMERICAN SAMOA,ΑΜΕΡΙΚΑΝΙΚΗ ΣΑΜΟΑ,
ANDORRA,ΑΝΔΟΡΑ,
ANGOLA,ΑΓΓΟΛΑ,
ANGUILLA,ΑΓΓΟΥΛΛΑ,
ANTIGUA & BARBUDA,ANTIGUA & BARBUDA,
ARGENTINA,ΑΡΓΕΝΤΙΝΗ,
ARMENIA,ΑΡΜΕΝΙΑ,
ARUBA,ΑΡΟΥΠΑ,
AUSTRALIA,ΑΥΣΤΡΑΛΙΑ,
AUSTRIA,ΑΥΣΤΡΙΑ,
AZERBAIJAN,ΑΖΕΡΜΠΑΪΖΑΝ,
BAHAMAS,Μπαχάμες,
BAHRAIN,Μπαχραίν,
BANGLADESH,ΜΠΑΝΓΚΛΑΔΕΣ,
BARBADOS,ΜΠΑΡΜΠΑΔΟΣ,
BELARUS,ΛΕΥΚΟΡΩΣΙΑ,
BELGIUM,ΒΕΛΓΙΟ,
BELIZE,ΜΠΕΛΙΖΕ,
BENIN,Μπενίν,
BERMUDA,ΒΕΡΜΟΥΔΑ,
BHUTAN,Μπουτάν,
BOLIVIA,ΒΟΛΙΒΙΑ,
BOSNIA AND HERZEGOVINA,ΒΟΣΝΙΑ ΚΑΙ ΕΡΖΕΓΟΒΙΝΗ,
BOTSWANA,ΜΠΟΤΣΟΥΑΝΑ,
BRAZIL,ΒΡΑΖΙΛΙΑ,
BRITISH VIRGIN ISLANDS,ΒΡΕΤΑΝΙΚΑ ΝΗΣΙΑ ΒΙΡΓΙΝΟΥ,
BRUNEI,ΜΠΡΟΥΝΙ,
BULGARIA,ΒΟΥΛΓΑΡΙΑ,
BURKINA FASO,ΜΠΟΥΡΚΙΝΑ ΦΑΣΟ,
BURUNDI,ΜΠΟΥΡΟΥΝΤΙ,
CAMBODIA,ΚΑΜΠΟΔΙΑ,
CAMEROON,ΚΑΜΕΡΟ,
CANADA,ΚΑΝΑΔΑΣ,
CAPE VERDE,CAPE VERDE,
CAYMAN ISLANDS,ΝΗΣΙΑ ΚΑΪΜΑΝ,
CENTRAL AFRICAN REPUBLIC,ΔΗΜΟΚΡΑΤΙΑ ΚΕΝΤΡΙΚΗΣ ΑΦΡΙΚΗΣ,
CHAD,ΤΣΑΝΤ,
CHILE,ΧΙΛΗ,
CHINA,ΚΙΝΑ,
COLOMBIA,ΚΟΛΟΜΒΙΑ,
COMOROS,Κομόρες,
CONGO,ΚΟΓΚΟ,
COSTA RICA,ΚΟΣΤΑ ΡΙΚΑ,
CROATIA,ΚΡΟΑΤΙΑ,
CUBA,ΚΟΥΒΑ,
CYPRUS,ΚΥΠΡΟΣ,
CZECH REPUBLIC,ΤΣΕΧΙΚΗ ΔΗΜΟΚΡΑΤΙΑ,
DEMOCRATIC REPUBLIC,ΔΗΜΟΚΡΑΤΙΑ,
DENMARK,ΔΑΝΙΑ,
DJIBOUTI,DJIBOUTI,
DOMINICA,ΝΤΟΜΙΝΙΚΑ,
DOMINICAN REPUBLIC,ΔΟΜΙΚΙΚΗ ΔΗΜΟΚΡΑΤΙΑ,
ECUADOR,ΕΚΟΥΑΔΟΡ,
EGYPT,ΑΙΓΥΠΤΟΣ,
EL SALVADOR,ΕΛ ΣΑΛΒΑΔΟΡ,
EQUATORIAL GUINEA,ΙΣΗΜΕΡΙΝΗ ΓΟΥΙΝΕΑ,
ERITREA,ΕΡΙΤΕΡΑ,
ERITREA,ΕΡΙΤΕΡΑ,
ETHIOPIA,ΑΙΘΙΟΠΙΑ,
FAEROE ISLANDS,ΝΗΣΙΑ FAEROE,
FIJI ISLANDS,ΝΗΣΙΑ ΦΙΖΙ,
FINLAND,ΦΙΝΛΑΝΔΙΑ,
FRANCE,ΓΑΛΛΙΑ,
FRENCH GUIANA,ΓΑΛΛΙΚΗ ΓΟΥΙΑΝΑ,
FRENCH POLYNESIA,ΓΑΛΛΙΚΗ ΠΟΛΥΝΗΣΙΑ,
GABON,ΓΚΑΜΠΟΝ,
GAMBIA,ΓΚΑΜΠΙΑ,
GEORGIA,ΓΕΩΡΓΙΑ,
GERMANY,ΓΕΡΜΑΝΙΑ,
GHANA,Γκάνα,
GIBRALTAR,ΓΙΒΡΑΛΤΑΡ,
GREECE,ΕΛΛΑΔΑ,
GRENADA,ΓΕΝΑΔΑ,
GUADELOUPE,ΓΟΥΑΔΕΛΟΥΠΕ,
GUAM,ΓΟΥΑΜ,
GUATEMALA,ΓΟΥΑΤΕΜΑΛΑ,
GUINEA,ΓΚΙΝΕΑ,
GUINEA BISSAU,GUINEA BISSAU,
GUYANA,Γουιάνα,
HAITI,ΑΪΤΗ,
HONDURAS,Ονδούρα,
HONG KONG,ΧΟΝΓΚ ΚΟΝΓΚ,
HUNGARY,ΟΥΓΓΑΡΙΑ,
ICELAND,ΙΣΛΑΝΔΙΑ,
INDIA,ΙΝΔΙΑ,
INDONESIA,ΙΝΔΟΝΗΣΙΑ,
IRAN,ΙΡΑΝ,
IRAQ,ΙΡΑΚ,
IRELAND,ΙΡΛΑΝΔΙΑ,
ISRAEL,ΙΣΡΑΗΛ,
ITALY,ΙΤΑΛΙΑ,
IVORY COAST,ΑΚΤΗ ΕΛΕΦΑΝΤΟΣΤΟΥ,
JAMAICA,ΙΑΜΑΪΚΗ,
JAPAN,ΙΑΠΩΝΙΑ,
JORDAN,ΙΟΡΔΑΝΙΑ,
KAZAKHSTAN,ΚΑΖΑΚΣΤΑΝ,
KENYA,ΚΕΝΥΑ,
KOSOVO,Κοσόβο,
KUWAIT,KUWAIT,
KYRGYZSTAN,ΚΥΡΓΥΖΣΤΑΝ,
LAOS,ΛΑΟΣ,
LATVIA,ΛΕΤΟΝΙΑ,
LEBANON,ΛΙΒΑΝΟΣ,
LESOTHO,ΛΕΣΟΘΟ,
LIBERIA,ΛΙΒΕΡΙΑ,
LIBYA,ΛΙΒΥΗ,
LIECHTENSTEIN,ΛΙΧΤΕΝΣΤΑΙΝ,
LITHUANIA,ΛΙΘΟΥΑΝΙΑ,
LUXEMBOURG,ΛΟΥΞΕΜΒΟΥΡΓΟ,
MACAU,ΜΑΚΑΟ,
MACEDONIA,ΜΑΚΕΔΟΝΙΑ,
MADAGASCAR,ΜΑΔΑΓΚΑΣΚΑΡ,
MALAWI,MALAWI,
MALAYSIA,ΜΑΛΑΙΣΙΑ,
MALI,ΜΑΛΙ,
MALTA,ΜΑΛΤΑ,
MARSHALL ISLANDS,ΝΗΣΟΙ ΜΑΡΣΑΛ,
MARTINIQUE,ΜΑΡΤΙΝΙΚΗ,
MAURITANIA,ΜΑΥΡΙΤΑΝΙΑ,
MAURITIUS,ΜΑΥΡΙΤΙΚΟΣ,
MEXICO,ΜΕΞΙΚΟ,
MICRONESIA,ΜΙΚΡΟΝΗΣΙΑ,
MOLDOVA,ΜΟΛΔΟΒΑ,
MONACO,ΜΟΝΑΚΟ,
MONGOLIA,ΜΟΓΓΟΛΙΑ,
MONTENEGRO,ΜΑΥΡΟΒΟΥΝΙΟ,
MONTSERRAT,MONTSERRAT,
MOROCCO,ΜΑΡΟΚΟ,
MOZAMBIQUE,ΜΟΖΑΜΒΙΚΗ,
MYANMAR,ΜΙΑΝΜΑΡ,
NAMIBIA,ΝΑΜΙΒΙΑ,
NEPAL,ΝΕΠΑΛ,
NETHERLANDS,ΟΛΛΑΝΔΙΑ,
NEW CALEDONIA,ΝΕΑ ΚΑΛΗΔΟΝΙΑ,
NEW ZEALAND,ΝΕΑ ΖΗΛΑΝΔΙΑ,
NICARAGUA,ΝΙΚΑΡΑΓΟΥΑ,
NIGER,NIGER,
NIGERIA,ΝΙΓΗΡΙΑ,
NO. MARIANA ISLANDS,ΟΧΙ. ΝΗΣΙΑ ΜΑΡΙΑΝΑ,
NORTH KOREA,ΒΟΡΕΙΑ ΚΟΡΕΑ,
NORWAY,ΝΟΡΒΗΓΙΑ,
OMAN,ΟΜΑΝ,
PAKISTAN,ΠΑΚΙΣΤΑΝ,
PALAU,ΠΑΛΑΟΥ,
PANAMA,ΠΑΝΑΜΑΣ,
PARAGUAY,ΠΑΡΑΓΟΥΑΗ,
PERU,ΠΕΡΟΥ,
PHILIPPINES,ΦΙΛΙΠΠΙΝΕΣ,
POLAND,ΠΟΛΩΝΙΑ,
PORTUGAL,ΠΟΡΤΟΓΑΛΙΑ,
PUERTO RICO,ΠΟΥΕΡΤΟ ΡΙΚΟ,
QATAR,ΚΑΤΑΡ,
REUNION ISLAND,ΝΗΣΙ ΡΟΝΙΟΝ,
ROMANIA,ΡΟΥΜΑΝΙΑ,
RUSSIAN FEDERATION,ΡΩΣΙΚΗ ΟΜΟΣΠΟΝΔΙΑ,
RWANDA,ΡΟΥΑΝΤΑ,
SAN MARINO,ΣΑΝ ΜΑΡΙΝΟ,
SAUDI ARABIA,ΣΑΟΥΔΙΚΗ ΑΡΑΒΙΑ,
SENEGAL,ΣΕΝΕΓΑΛΗ,
SERBIA,ΣΕΡΒΙΑ,
SEYCHELLES ISLANDS,ΝΗΣΙΑ ΣΕΧΕΛΛΕΣ,
SIERRA LEONE,ΣΙΕΡΡΑ ΛΕΟΝΕ,
SINGAPORE,Σιγκαπούρη,
SLOVAKIA,ΣΛΟΒΑΚΙΑ,
SLOVENIA,ΣΛΟΒΕΝΙΑ,
SOMALIA,ΣΟΜΑΛΙΑ,
SOUTH AFRICA,ΝΟΤΙΑ ΑΦΡΙΚΗ,
SOUTH KOREA,ΝΟΤΙΑ ΚΟΡΕΑ,
SOUTH SUDAN,ΝΟΤΙΟ ΣΟΥΔΑΝ,
SPAIN,ΙΣΠΑΝΙΑ,
SRI LANKA,ΣΡΙ ΛΑΝΚΑ,
ST. KITTS,ΣΤ ΕΙΔΗ,
ST. LUCIA,ΣΤ ΛΟΥΚΙΑ,
ST. MARTIN,ΣΤ ΧΕΛΙΔΟΝΙ,
ST. PIERRE & MIQUELON,ΣΤ PIERRE & MIQUELON,
ST. VINCENT,ΣΤ ΒΙΚΕΝΤΙΟΣ,
SUDAN,ΣΟΥΔΑΝ,
SURINAME,SURINAME,
SWAZILAND,ΣΟΥΗΛΑΝΔΙΑ,
SWEDEN,ΣΟΥΗΔΙΑ,
SWITZERLAND,ΕΛΒΕΤΙΑ,
SYRIA,ΣΥΡΙΑ,
TAIWAN,ΤΑΪΒΑΝ,
TAJIKISTAN,ΤΑΪΖΙΚΙΣΤΑΝ,
TANZANIA,ΤΑΝΖΑΝΙΑ,
THAILAND,ΤΑΪΛΑΝΔΗ,
TRINIDAD & TOBAGO,ΤΡΙΝΙΔΑΝΤ & ΤΟΜΠΑΓΚΟ,
TUNISIA,ΤΥΝΗΣΙΑ,
TURKEY,ΤΟΥΡΚΙΑ,
TURKMENISTAN,ΤΟΥΡΚΜΕΝΙΣΤΑΝ,
TURKS & CAICOS ISLANDS,ΝΗΣΙΑ ΤΟΥΡΚΟΥ & ΚΑΪΚΟΥ,
UGANDA,Ουγκάντα,
UKRAINE,ΟΥΚΡΑΝΙΑ,
UNITED ARAB EMIRATES,ΗΝΩΜΕΝΑ ΑΡΑΒΙΚΑ ΕΜΙΡΑΤΑ,
UNITED KINGDOM,ΗΝΩΜΕΝΟ ΒΑΣΙΛΕΙΟ,
URUGUAY,ΟΥΡΟΥΓΟΥΑΗ,
US VIRGIN ISLANDS,ΝΗΣΙΑ ΠΑΡΚΙΝΓΚ ΗΠΑ,
United States,Ηνωμένες Πολιτείες,
UZBEKISTAN,ΟΥΖΜΠΕΚΙΣΤΑΝ,
VENEZUELA,ΒΕΝΕΖΟΥΕΛΑ,
VIETNAM,ΒΙΕΤΝΑΜ,
YEMEN,ΓΕΜΕΝΗ,
ZAMBIA,ΖΑΜΠΙΑ,
ZIMBABWE,ZIMBABWE,
ASCENSION,ΑΝΑΛΗΨΗ,
COOK ISLANDS,ΝΗΣΙΑ ΜΑΓΕΙΡΙΟΥ,
EAST TIMOR,ΑΝΑΤΟΛΙΚΟ ΤΙΜΟΡ,
FALKLAND ISLANDS,ΝΗΣΙΑ ΦΑΛΚΛΑΝΤ,
GREENLAND,ΓΡΟΙΛΑΝΔΙΑ,
KIRIBATI,ΚΙΡΙΒΑΤΙ,
MALDIVES,ΜΑΛΔΙΒΕΣ,
NAURU,ΝΑΟΥΡΟΥ,
Albanian Lek,Αλβανικά Λεκ,
Algerian Dinar,Αλγερικό Δηνάριο,
Aluminium Ounces,Ουγγιές αλουμινίου,
Argentine Peso,Πέσο Αργεντινής,
Aruba Florin,Αρούμπα Φλόριν,
Australian Dollar,Δολάριο αυστραλίας,
Bahamian Dollar,Δολάριο Μπαχάμης,
Bahraini Dinar,Δηνάριο Μπαχρέιν,
Bangladesh Taka,Μπαγκλαντές Τάκα,
Barbados Dollar,Δολάριο Μπαρμπάντος,
Belarus Ruble,Λευκορωσία Ρούβλι,
Belize Dollar,Δολάριο Μπελίζ,
Bermuda Dollar,Δολάριο των Βερμούδων,
Bhutan Ngultrum,Μπουτάν Ngultrum,
Bolivian Boliviano,Βολιβιανό Μπολιβιάνο,
Brazilian Real,Ρεάλ Βραζιλίας,
British Pound,Βρετανική λίρα,
Brunei Dollar,Δολάριο Μπρουνέι,
Bulgarian Lev,Βουλγαρικά Λεβ,
Burundi Franc,Φράγκο Μπουρούντι,
Cambodia Riel,Ριέλ της Καμπότζης,
Canadian Dollar,Δολάριο Καναδά,
Cayman Islands Dollar,Δολάριο Νήσων Καϊμάν,
CFA Franc (BCEAO),CFA φράγκο (BCEAO),
CFA Franc (BEAC),CFA φράγκο (BEAC),
Chilean Peso,Πέσο Χιλής,
Chinese Yuan,Κινέζικο γιουάν,
Colombian Peso,Πέσο Κολομβίας,
Comoros Franc,Φράγκο Κομόρες,
Copper Ounces,Ουγγιές χαλκού,
Costa Rica Colon,Κόστα Ρίκα Κόλον,
Croatian Kuna,Κούνα της Κροατίας,
Cuban Peso,Κουβανικό πέσο,
Cyprus Pound,Λίρα Κύπρου,
Czech Koruna,Τσεχική Κορούνια,
Danish Krone,Δανική κορώνα,
Dijibouti Franc,Φράγκο Ντιζιμπουτί,
Dominican Peso,Δομινικανό πέσο,
East Caribbean Dollar,Δολάριο Ανατολικής Καραϊβικής,
Ecuador Sucre,Εκουαδόρ Sucre,
Egyptian Pound,Αιγυπτιακή λίρα,
El Salvador Colon,Ελ Σαλβαδόρ Κόλον,
Eritrea Nakfa,Ερυθραία Νάκα,
Estonian Kroon,Εσθονική κορώ,
Ethiopian Birr,Αιθιοπικός Birr,
Euro,Ευρώ,
Falkland Islands Pound,Λίρα Νήσων Φώκλαντ,
Gambian Dalasi,Γκάμπια Νταλάσι,
Ghanian Cedi,Γουάντας Cedi,
Gibraltar Pound,Λίρα του Γιβραλτάρ,
Gold Ounces,Χρυσές ουγγιές,
Guatemala Quetzal,Γουατεμάλα Quetzal,
Guinea Franc,Φράγκο Γουινέα,
Haiti Gourde,Αϊτή Γκούρντε,
Honduras Lempira,Ονδούρα Lempira,
Hong Kong Dollar,Δολάριο Χονγκ Κονγκ,
Hungarian ForINT,Ουγγρικά ForINT,
Iceland Krona,Ισλανδία Krona,
Indian Rupee,Ινδική ρουπία,
Indonesian Rupiah,Ινδονησιακή ρουπία,
Iran Rial,Ιράν Ριάλ,
Israeli Shekel,Ισραηλινό Σέκελ,
Jamaican Dollar,Δολάριο Τζαμάικας,
Japanese Yen,Ιαπωνικά γεν,
Jordanian Dinar,Ιορδανικό Δηνάριο,
Kazakhstan Tenge,Τανγκ του Καζακστάν,
Kenyan Shilling,Κενυατικό σελίνι,
Korean Won,Γουόν Κορέας,
Kuwaiti Dinar,Δηνάριο Κουβέιτ,
Lao Kip,Λάο Κιπ,
Latvian Lat,Λετονικά Λετ,
Lebanese Pound,Λιβανέζικη λίβρα,
Lesotho Loti,Λεσόθο Λώτι,
Libyan Dinar,Λιβυκό Δηνάριο,
Lithuanian Lita,Λιθουανική Λίτα,
Macau Pataca,Μακάο Πατάκα,
Macedonian Denar,Μακεδονικό Denar,
Malagasy Franc,Φράγκο Μαλαγασίου,
Malawi Kwacha,Μαλάουι Kwacha,
Malaysian Ringgit,Ρινγκίτ Μαλαισίας,
Maldives Rufiyaa,Μαλδίβες Rufiyaa,
Maltese Lira,Λίρα Μάλτας,
Mauritania Ougulya,Μαυριτανία Ουγκούλια,
Mauritius Rupee,Ρουπία του Μαυρίκιου,
Mexican Peso,Μεξικάνικο πέσο,
Moldovan Leu,Μολδαβικός Λέ,
Mongolian Tugrik,Τούγκρικ Μογγολίας,
Moroccan Dirham,Ντιρχάμ του Μαρόκου,
Mozambique Metical,Metz της Μοζαμβίκης,
Namibian Dollar,Δολάριο Ναμίμπια,
Nepalese Rupee,Ρουπία Νεπάλ,
Neth Antilles Guilder,Neth Antilles Guilder,
New Turkish Lira,Νέα τουρκική λιρέτα,
New Zealand Dollar,Δολάριο Νέας Ζηλανδίας,
Nicaragua Cordoba,Νικαράγουα Κόρδοβα,
Nigerian Naira,Νιγηριανή Νάιρα,
Norwegian Krone,Νορβηγική κορώνα,
Omani Rial,Ομάν Ριάλ,
Pacific Franc,Φράγκο Ειρηνικού,
Pakistani Rupee,Πακιστανική ρουπία,
Palladium Ounces,Ουγγιές παλλαδίου,
Panama Balboa,Παναμάς Μπαλμπόα,
Papua New Guinea Kina,Παπούα Νέα Γουινέα Κίνα,
Paraguayan Guarani,Παραγουάη Γκουαράνι,
Peruvian Nuevo Sol,Περού Nuevo Sol,
Philippine Peso,Πέσο Φιλιππίνων,
Platinum Ounces,Ουγγιές λευκόχρυσου,
Polish Zloty,Πολωνικά Zloty,
Qatar Rial,Κατάρ Ριάλ,
Romanian Leu,Ρουμάνος Λε,
Romanian New Leu,Ρουμανική Νέα Λέου,
Russian Rouble,Ρωσικό Ρούβλι,
Rwanda Franc,Ρουάντα Φράγκο,
Samoa Tala,Σαμόα Tala,
Sao Tome Dobra,Σάο Τομέ Ντόμπρα,
Saudi Arabian Riyal,Σαουδικό αραβικό Ριάλ,
Seychelles Rupee,Ρουπία των Σεϋχελλών,
Sierra Leone Leone,Σιέρα Λεόνε Λεόνε,
Silver Ounces,Ασημένιες ουγγιές,
Singapore Dollar,Δολάριο Σιγκαπούρης,
Slovak Koruna,Σλοβακική Κορούνια,
Slovenian Tolar,Σλοβενικά Tolar,
Somali Shilling,Σομαλικό σελίνι,
South African Rand,Ραντ της Νότιας Αφρικής,
Sri Lanka Rupee,Ρουπία της Σρι Λάνκα,
St Helena Pound,Λίρα Αγίας Ελένης,
Sudanese Dinar,Δηνάριο Σουδάν,
Surinam Guilder,Σουρινάμ Guilder,
Swaziland Lilageni,Σουαζιλάνδη Λιλαγκένι,
Swedish Krona,Σουηδική κορώνα,
Swiss Franc,Ελβετικό φράγκο,
Syrian Pound,Λίρα της Συρίας,
Taiwan Dollar,Δολάριο Ταϊβάν,
Tanzanian Shilling,Τανζανικό σελίνι,
Thai Baht,Μπατ Ταϊλάνδης,
Tonga Paanga,Τόνγκα Πάγκαγκα,
Trinidad&Tobago Dollar,Δολάριο Τρινιντάντ & Τομπάγκο,
Tunisian Dinar,Τυνησιακό Δηνάριο,
U.S. Dollar,Αμερικάνικο δολλάριο,
UAE Dirham,Ντιρχάμ ΗΑΕ,
Ugandan Shilling,Σελίνια Ουγκάντα,
Ukraine Hryvnia,Ουκρανία Hryvnia,
Uruguayan New Peso,Ουρουγουάη Νέο Πέσο,
Vanuatu Vatu,Βανουάτου Βάτου,
Venezuelan Bolivar,Μπολιβάρ της Βενεζουέλας,
Vietnam Dong,Ντονγκ του Βιετνάμ,
Yemen Riyal,Ριάλ Υεμένης,
